TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target,Cluster
632.69,1694,1,10,0,80.0,2,76.0,1.0,4363.74,183,0,0
124.35,2328,1,28,0,72.0,2,90.0,1.0,3319.76,311,0,0
43.849999999999994,497,1,14,0,62.0,2,122.0,1.0,4356.98,55,1,1
283.81,479,1,36,1,28.0,3,29.000000000000014,1.0,1519.35,262,1,1
168.53,1087,1,37,0,71.0,2,112.0,1.0,5962.58,345,2,2
218.59,2232,0,10,1,40.0,1,123.0,1.0,6699.23,49,0,0
132.84,1528,1,28,0,21.0,3,143.0,1.0,822.7299999999996,137,2,2
157.37,2142,0,9,1,42.0,0,289.0,1.0,13964.31,247,0,0
144.77000000000004,1290,1,0,2,20.0,3,159.0,1.0,867.3199999999997,270,2,2
643.22,804,1,1,0,64.0,0,93.0,1.0,1035.8600000000001,83,1,1
1392.54,2176,1,12,1,41.0,0,297.0,1.0,13347.69,172,0,0
208.07,1254,1,28,2,32.0,0,36.0,1.0,8478.9,319,2,2
295.5,2207,1,23,0,59.0,2,36.0,1.0,6280.66,45,0,0
30.230000000000018,2085,1,2,0,44.0,0,99.0,1.0,481.1300000000001,342,0,0
112.05000000000001,2485,0,31,0,26.0,3,159.0,1.0,1122.8799999999997,128,0,0
180.24,1207,1,31,1,58.0,1,144.0,1.0,8431.23,174,2,2
13.70999999999998,985,0,10,2,38.0,1,148.0,1.0,8342.79,293,2,2
96.54000000000002,506,1,27,1,58.0,2,95.0,1.0,7182.22,248,1,1
79.35,2485,1,20,2,67.0,2,70.0,1.0,1692.15,205,0,0
101.04000000000002,1261,1,35,0,27.0,3,160.0,1.0,1695.5699999999997,20,2,2
74.42000000000002,2204,1,12,2,49.0,1,68.0,1.0,6264.21,299,0,0
39.65999999999997,896,1,41,1,52.0,1,169.0,1.0,8497.34,57,2,2
99.36000000000001,843,1,39,0,40.0,0,46.0,1.0,1272.12,172,2,2
123.85,1573,1,19,2,56.0,1,244.0,1.0,3959.62,13,2,2
426.93,2431,1,29,0,19.0,3,248.0,1.0,476.1899999999996,169,0,0
133.73,886,0,38,2,25.0,3,123.0,1.0,1872.2200000000003,179,2,2
222.39,1552,1,41,2,49.0,1,73.0,1.0,3117.39,268,2,2
215.94,1006,0,41,2,22.0,3,140.0,1.0,1841.69,261,2,2
6.300000000000011,2368,1,8,1,80.0,2,283.0,5.0,7697.68,349,0,0
826.23,987,1,7,0,29.0,0,209.0,1.0,7580.59,360,2,2
131.46,868,1,5,1,67.0,2,258.0,1.0,6642.33,306,2,2
202.86,929,0,22,1,61.0,0,149.0,1.0,7642.25,151,2,2
268.39,1171,1,24,0,26.0,3,171.0,1.0,136.73999999999978,17,2,2
194.85,1697,1,17,2,23.0,3,130.0,4.0,319.84000000000015,98,0,0
137.35,604,0,34,3,40.0,0,220.0,1.0,12662.66,240,1,1
712.75,2485,1,30,1,44.0,0,25.0,1.0,8126.06,209,0,0
353.82,675,1,25,0,42.0,0,143.0,1.0,705.75,17,1,1
212.74,2369,1,39,1,27.0,1,128.0,1.0,7645.47,360,0,0
364.42,1888,1,7,0,51.0,1,146.0,1.0,8119.73,173,0,0
195.12,1349,1,21,0,46.0,0,144.0,1.0,6101.15,256,2,2
230.61,1629,1,33,1,80.0,2,204.0,1.0,2561.42,203,2,2
739.28,1117,0,40,1,58.0,0,47.0,1.0,11905.64,289,2,2
390.35,1808,0,29,0,64.0,0,61.00000000000001,1.0,7095.88,218,0,0
242.03,493,1,9,2,58.0,1,124.0,1.0,4382.73,49,1,1
242.39,2169,0,35,0,18.0,3,271.0,1.0,1328.73,25,0,0
135.03,381,1,37,0,23.0,3,180.0,1.0,1278.0,115,1,1
83.5,884,1,9,1,61.0,4,91.0,5.0,1749.79,59,2,2
193.54,2003,1,28,1,80.0,2,267.0,1.0,2929.51,123,0,0
617.3600000000001,2191,1,18,3,29.0,1,61.00000000000001,1.0,8926.38,180,0,0
775.23,1428,0,0,2,59.0,0,38.0,1.0,5977.59,38,2,2
266.57,1806,1,12,0,72.0,2,100.0,1.0,7676.92,174,0,0
153.4,615,1,23,0,45.0,1,144.0,1.0,4657.7,105,1,1
946.94,2347,1,5,1,53.0,2,251.0,1.0,5579.11,48,0,0
5.1200000000000045,1910,1,27,1,34.0,1,90.0,1.0,3293.01,248,0,0
119.11000000000001,1196,1,11,0,57.0,1,131.0,1.0,7998.25,205,2,2
1096.7,580,1,7,2,24.0,3,147.0,1.0,1093.8900000000003,304,1,1
119.72,220,1,40,1,30.0,1,123.0,1.0,3435.34,237,1,1
107.4,1144,1,41,2,58.0,0,32.0,1.0,344.0699999999997,100,2,2
115.92000000000002,122,1,33,0,53.0,2,57.0,1.0,3897.17,159,1,1
438.04,1562,1,30,0,67.0,2,247.0,1.0,5358.95,10,2,2
677.29,792,1,15,2,27.0,1,287.0,1.0,627.79,53,1,1
296.0,866,1,19,1,35.0,0,248.0,1.0,7418.82,31,2,2
299.09,95,0,4,1,36.0,1,84.0,1.0,5615.26,98,1,1
461.52,869,0,10,1,24.0,3,44.0,1.0,1995.1800000000003,150,2,2
100.51999999999998,191,1,19,0,50.0,1,110.0,1.0,453.3900000000003,304,1,1
85.35,1224,1,42,0,66.0,2,166.0,1.0,2173.76,2,2,2
79.75999999999999,225,1,33,1,39.0,1,170.0,1.0,6452.14,191,1,1
778.49,1206,0,29,2,75.0,2,107.0,1.0,7713.67,178,2,2
386.38,158,1,31,2,42.0,1,135.0,1.0,5528.36,223,1,1
165.25,2212,1,34,2,35.0,0,106.0,1.0,9939.94,311,0,0
14.29000000000002,411,1,20,0,34.0,1,150.0,1.0,7016.99,149,1,1
232.79,1758,0,16,1,55.0,2,145.0,1.0,2661.3,316,0,0
1237.56,2131,0,2,1,60.0,1,159.0,1.0,9410.17,321,0,0
293.97,2128,1,31,1,68.0,2,153.0,1.0,7371.85,154,0,0
136.32,1896,1,24,2,19.0,3,113.0,1.0,264.8299999999999,181,0,0
251.06,2313,1,7,2,36.0,0,34.0,1.0,10001.66,230,0,0
50.170000000000016,1734,0,34,0,77.0,2,35.0,1.0,7752.14,275,0,0
21.399999999999977,2447,1,14,1,34.0,1,258.0,1.0,9594.11,316,0,0
73.28,486,1,4,1,21.0,3,21.0,1.0,1329.4099999999999,273,1,1
70.23000000000002,1702,1,22,0,38.0,0,260.0,1.0,11624.93,53,0,0
689.29,44,1,12,0,22.0,3,100.0,1.0,168.84000000000015,86,1,1
745.03,1408,1,13,2,28.0,3,231.0,1.0,160.5699999999997,172,2,2
54.610000000000014,2282,1,25,0,58.0,1,160.0,1.0,7135.64,56,0,0
54.05000000000001,761,1,21,1,27.0,3,146.0,1.0,469.1400000000003,310,1,1
107.47,687,1,2,2,67.0,2,144.0,1.0,7517.5,345,1,1
611.11,1963,1,11,0,20.0,3,282.0,4.0,919.8400000000001,288,0,0
219.63,2107,1,5,0,48.0,0,44.0,1.0,8013.63,66,0,0
93.51999999999998,1496,1,30,2,51.0,1,97.0,1.0,2791.2,101,2,2
275.92,1742,0,26,1,62.0,2,107.0,1.0,1777.38,76,0,0
376.79,194,1,25,1,68.0,2,265.0,1.0,7749.14,141,1,1
8.980000000000018,1525,1,11,2,66.0,4,56.0,1.0,4516.76,269,2,2
697.32,857,1,1,2,68.0,2,91.0,1.0,2016.02,294,2,2
17.44999999999999,1704,2,29,0,18.0,3,88.0,1.0,1959.52,196,0,0
302.16,1960,1,18,2,80.0,2,138.0,5.0,3876.61,75,0,0
442.74,1938,1,36,1,23.0,3,136.0,1.0,1790.27,202,0,0
623.9,1448,1,38,0,27.0,3,249.0,1.0,711.4700000000003,232,2,2
445.41,2165,1,14,0,35.0,0,235.0,3.0,12154.66,105,0,0
63.40999999999997,2214,1,13,0,26.0,3,36.0,1.0,1546.2200000000003,52,0,0
346.85,2068,1,18,0,44.0,0,88.0,1.0,7208.15,242,0,0
71.94999999999999,276,0,43,2,59.0,1,53.0,1.0,9267.32,0,1,1
7.5,318,1,9,2,63.0,2,36.0,1.0,6485.78,304,1,1
206.46,2243,1,41,0,65.0,2,279.0,1.0,3984.38,21,0,0
423.11,1353,1,8,0,60.0,1,47.0,1.0,412.77999999999975,274,2,2
35.84000000000003,596,0,7,2,54.0,2,172.0,1.0,4795.65,273,1,1
88.6,301,0,33,1,28.0,3,105.0,1.0,246.5699999999997,144,1,1
1431.3000000000002,1644,1,28,0,18.0,3,168.0,1.0,1058.13,296,2,2
22.45999999999998,891,1,27,2,54.0,2,78.0,1.0,6631.5,83,2,2
334.89,1318,1,13,2,21.0,3,260.0,1.0,1661.6800000000003,141,2,2
319.27,1315,0,29,2,54.0,2,59.0,1.0,5504.01,12,2,2
144.3,2334,1,28,0,18.0,3,88.0,1.0,312.1899999999996,255,0,0
348.7,799,0,14,1,69.0,2,149.0,1.0,2445.58,35,1,1
366.21,87,1,28,0,62.0,0,181.0,1.0,10862.99,312,1,1
99.11000000000001,785,1,30,2,55.0,2,12.0,1.0,5414.87,192,1,1
539.35,931,1,25,0,55.0,2,127.0,1.0,3919.44,325,2,2
188.99,1046,1,28,1,58.0,1,92.0,1.0,7315.34,69,2,2
1416.69,103,1,26,0,46.0,1,58.0,1.0,3740.73,311,1,1
710.14,470,1,12,0,26.0,3,227.0,1.0,465.6300000000001,356,1,1
308.68,404,1,25,2,53.0,0,170.0,1.0,9992.36,233,1,1
166.68,593,1,23,0,57.0,2,139.0,1.0,5141.19,355,1,1
505.19,515,1,18,0,30.0,0,128.0,5.0,5326.68,236,1,1
66.57999999999998,2294,1,33,1,23.0,3,79.0,1.0,1636.3199999999997,145,0,0
223.43,252,1,9,1,77.0,2,178.0,1.0,7932.41,195,1,1
659.95,1755,1,11,2,60.0,1,114.0,1.0,3927.69,3,0,0
634.86,1458,1,6,0,27.0,3,45.0,1.0,588.5,97,2,2
286.5,1990,0,4,1,30.0,1,60.0,1.0,8517.95,174,0,0
322.96,2225,0,30,1,76.0,2,168.0,1.0,2401.59,300,0,0
654.48,1425,1,8,1,19.0,3,114.0,1.0,6776.41,234,2,2
157.97,1133,1,30,1,48.0,0,140.0,1.0,5529.92,223,2,2
120.9,1269,2,40,1,40.0,0,52.0,1.0,9009.42,116,2,2
254.77,123,1,10,1,57.0,1,57.0,1.0,5994.87,44,1,1
795.96,1821,1,33,2,65.0,2,119.0,1.0,5468.58,123,0,0
149.25,664,1,29,0,39.0,1,142.0,1.0,5677.52,78,1,1
3.419999999999959,1779,0,35,3,43.0,0,158.0,1.0,14180.21,145,0,0
68.19,513,0,14,2,40.0,0,189.0,1.0,9895.1,87,1,1
493.42,1092,2,3,1,39.0,1,111.0,1.0,2232.84,218,2,2
37.56999999999999,769,1,12,0,57.0,2,42.0,1.0,7739.54,178,1,1
127.0,1718,0,26,1,19.0,3,68.0,5.0,431.15999999999985,229,0,0
96.88999999999999,530,1,43,0,59.0,4,53.0,1.0,6044.93,282,1,1
448.33,778,1,1,0,25.0,3,161.0,1.0,922.1900000000005,201,1,1
1116.48,1740,1,36,0,51.0,1,55.0,1.0,447.52999999999975,311,0,0
8.649999999999977,1015,1,19,2,48.0,0,273.0,1.0,10778.35,160,2,2
539.81,350,1,37,2,46.0,1,177.0,1.0,2051.25,162,1,1
363.53,126,1,18,0,63.0,2,142.0,1.0,1038.9099999999994,273,1,1
64.9,299,0,11,1,51.0,2,72.0,1.0,6854.61,235,1,1
358.18,665,1,4,0,18.0,3,157.0,1.0,619.8599999999997,95,1,1
167.2,128,1,35,1,30.0,0,84.0,1.0,11320.83,29,1,1
121.91,1173,1,6,1,60.0,0,133.0,1.0,14510.8,156,2,2
137.57,2348,1,21,2,54.0,1,70.0,1.0,5103.67,298,0,0
534.62,2307,1,28,2,55.0,0,45.0,1.0,13793.53,12,0,0
463.92,501,1,23,2,50.0,1,199.0,1.0,2403.39,171,1,1
320.14,202,1,25,2,60.0,2,96.0,1.0,3075.97,77,1,1
214.93,874,1,0,2,28.0,3,52.0,1.0,7835.4,148,2,2
660.02,1902,1,26,1,20.0,3,84.0,1.0,414.4300000000003,132,0,0
345.81,1158,1,33,1,40.0,1,135.0,1.0,6116.8,350,2,2
143.54,1913,1,30,0,71.0,2,80.0,1.0,6067.62,119,0,0
42.55000000000004,617,1,39,1,53.0,1,29.000000000000014,1.0,7341.43,249,1,1
1063.25,115,0,29,2,21.0,3,128.0,1.0,1240.71,76,1,1
541.79,1473,1,23,0,22.0,3,125.0,1.0,1454.08,305,2,2
40.56999999999999,285,1,8,1,26.0,3,63.0,1.0,1476.9099999999999,14,1,1
120.24000000000001,1583,1,25,1,18.0,3,131.0,2.0,1943.13,117,2,2
498.67,2305,1,24,2,28.0,3,244.0,1.0,1719.9700000000003,121,0,0
227.22,594,1,12,0,53.0,0,220.0,1.0,832.8199999999997,332,1,1
1182.86,2337,1,40,2,30.0,1,34.0,1.0,7696.16,155,0,0
56.94,2343,0,5,2,76.0,4,74.0,1.0,7004.63,79,0,0
629.82,1288,1,7,3,68.0,2,159.0,1.0,6385.69,335,2,2
59.44,1083,1,6,2,35.0,1,176.0,1.0,5472.03,11,2,2
186.69,2465,1,27,1,30.0,1,54.0,1.0,8602.22,109,0,0
230.46,764,1,23,2,19.0,3,179.0,1.0,162.52999999999975,147,1,1
65.08999999999997,421,0,39,2,44.0,1,159.0,1.0,9370.9,198,1,1
457.09,956,0,26,2,55.0,1,63.0,1.0,8570.82,142,2,2
552.02,2266,0,6,0,44.0,1,100.0,1.0,522.0799999999999,182,0,0
377.12,1491,1,15,0,34.0,1,61.00000000000001,1.0,836.6700000000001,316,2,2
204.56,1691,0,36,1,18.0,3,179.0,1.0,364.72000000000025,243,0,0
420.28,894,1,42,1,35.0,0,144.0,1.0,8557.32,158,2,2
97.09,677,1,13,0,24.0,3,202.0,4.0,1579.5699999999997,10,1,1
124.59,823,1,5,1,27.0,3,171.0,1.0,129.28999999999996,178,1,1
73.87999999999997,6,1,5,2,39.0,0,34.0,1.0,6474.41,166,1,1
106.16,698,1,31,0,56.0,0,277.0,4.0,7487.79,148,1,1
245.93,1028,1,14,1,54.0,1,172.0,1.0,7986.63,334,2,2
622.41,2346,1,16,0,64.0,0,125.0,1.0,7322.01,85,0,0
43.72999999999999,633,1,29,0,34.0,0,145.0,1.0,9929.43,250,1,1
1282.86,873,1,2,1,19.0,3,68.0,1.0,1830.98,69,2,2
2.0299999999999727,2472,0,11,0,33.0,1,27.999999999999986,1.0,3012.31,147,0,0
770.65,1228,1,17,2,31.0,0,137.0,1.0,7198.8,158,2,2
260.31,414,1,2,1,63.0,0,113.0,1.0,10980.38,339,1,1
356.1,2008,0,13,1,26.0,3,187.0,1.0,868.3500000000004,278,0,0
27.069999999999993,462,0,41,1,80.0,2,39.0,1.0,3773.29,214,1,1
119.88999999999999,2397,1,40,0,67.0,0,60.0,1.0,6697.77,159,0,0
106.38999999999999,295,1,41,2,37.0,0,281.0,1.0,9410.99,249,1,1
12.04000000000002,2141,1,13,2,37.0,1,58.0,1.0,6213.32,122,0,0
365.7,172,1,15,1,21.0,3,115.0,2.0,368.77999999999975,234,1,1
29.379999999999995,305,0,3,1,28.0,3,63.0,1.0,1663.31,284,1,1
319.85,1357,1,10,0,60.0,0,148.0,1.0,711.6599999999999,82,2,2
350.14,572,0,20,2,75.0,2,38.0,1.0,2403.25,137,1,1
163.94,1412,0,41,1,52.0,2,73.0,1.0,5957.37,208,2,2
170.53,245,1,28,1,24.0,3,58.0,1.0,801.0100000000002,206,1,1
262.22,1278,0,3,0,40.0,1,136.0,1.0,5711.71,360,2,2
41.49000000000001,745,1,0,2,24.0,3,13.0,1.0,928.3299999999999,339,1,1
121.43,554,0,34,1,52.0,1,243.0,1.0,7365.28,65,1,1
350.46,2326,1,26,1,51.0,2,165.0,1.0,5839.38,9,0,0
220.41,1630,0,12,2,26.0,1,155.0,1.0,5116.98,221,2,2
33.45999999999998,338,1,39,0,72.0,2,111.0,1.0,3641.07,169,1,1
104.79000000000002,1419,1,10,0,70.0,0,223.0,1.0,1352.19,224,2,2
246.27,2453,1,14,2,29.0,0,141.0,1.0,7299.86,273,0,0
48.849999999999994,2329,1,9,0,19.0,3,176.0,1.0,1503.56,52,0,0
332.0,770,1,5,0,69.0,2,17.0,1.0,5943.13,40,1,1
118.1,2046,1,22,2,54.0,1,167.0,1.0,895.6599999999999,171,0,0
84.59,726,0,19,1,67.0,0,10.0,1.0,5669.1,49,1,1
295.64,2365,1,17,2,21.0,3,82.0,1.0,1061.9600000000005,257,0,0
514.33,1000,1,30,1,25.0,3,160.0,1.0,1592.94,353,2,2
94.59000000000003,2274,1,42,2,39.0,0,34.0,1.0,6171.89,253,0,0
80.43,29,1,8,1,59.0,2,157.0,1.0,5987.67,115,1,1
54.25,1386,1,41,2,68.0,0,37.0,1.0,14783.33,150,2,2
178.88,1121,0,9,1,76.0,2,93.0,4.0,4708.29,346,2,2
518.85,1996,1,18,2,22.0,3,82.0,1.0,1806.0,14,0,0
10.649999999999977,742,1,21,2,54.0,0,161.0,1.0,13240.72,238,1,1
198.62,2485,0,40,1,27.0,3,84.0,1.0,1196.0699999999997,15,0,0
107.03,464,1,24,1,27.0,3,73.0,1.0,1408.0699999999997,349,1,1
139.56999999999996,2161,1,13,0,19.0,3,263.0,3.0,271.77999999999975,60,0,0
312.47,800,1,25,0,49.0,4,148.0,4.0,9419.27,102,1,1
346.11,30,1,9,1,41.0,1,213.0,1.0,9551.64,100,1,1
138.06,1347,1,5,1,44.0,1,159.0,1.0,1070.4700000000003,29,2,2
158.02,1756,1,27,0,49.0,1,120.0,1.0,9374.24,214,0,0
830.01,1321,0,6,2,66.0,2,96.0,1.0,4253.18,303,2,2
435.5,882,1,28,0,55.0,4,112.0,1.0,6981.03,197,2,2
110.49000000000004,2049,1,33,2,57.0,0,48.0,1.0,10483.93,356,0,0
329.4,2425,1,10,2,34.0,0,68.0,1.0,9588.07,92,0,0
635.4000000000001,1745,1,10,0,47.0,0,106.0,1.0,1238.1099999999997,321,0,0
769.97,317,1,36,1,22.0,3,23.0,1.0,1244.9300000000003,208,1,1
175.07,1639,1,7,1,26.0,3,169.0,1.0,1040.25,112,2,2
7.310000000000002,1155,1,19,1,78.0,2,282.0,1.0,5757.67,52,2,2
32.54000000000002,1218,1,28,2,25.0,3,183.0,4.0,1544.88,38,2,2
56.119999999999976,1710,1,12,0,30.0,0,102.0,1.0,8839.67,187,0,0
424.7,193,0,24,2,56.0,2,178.0,1.0,6239.89,122,1,1
35.73000000000002,1067,1,24,1,65.0,0,87.0,1.0,9073.17,285,2,2
3.4399999999999977,133,1,13,0,78.0,2,108.0,1.0,7561.33,356,1,1
1342.25,776,0,13,1,21.0,3,235.0,1.0,694.0299999999997,97,1,1
139.03,1609,0,20,2,50.0,1,81.0,1.0,2276.57,305,2,2
254.92,1722,0,35,0,28.0,1,169.0,1.0,2791.12,55,0,0
115.11000000000001,824,1,0,2,28.0,1,139.0,1.0,9808.97,235,1,1
171.11,872,1,37,0,57.0,2,171.0,1.0,6324.09,137,2,2
168.54,207,1,28,0,70.0,0,142.0,2.0,13406.0,111,1,1
408.46,423,1,33,1,64.0,2,27.999999999999986,1.0,3140.79,117,1,1
1162.42,1553,0,11,2,30.0,0,45.0,1.0,10357.26,166,2,2
342.17,2363,0,27,1,21.0,3,247.0,1.0,461.8299999999999,129,0,0
580.71,1752,1,30,0,53.0,1,95.0,1.0,5670.0,270,0,0
821.54,1549,0,1,1,79.0,2,36.0,1.0,4040.32,333,2,2
253.47,1090,1,1,1,20.0,3,238.0,1.0,220.51000000000022,109,2,2
22.810000000000002,974,1,27,2,62.0,2,75.0,1.0,3634.76,96,2,2
266.57,1212,0,4,2,39.0,1,96.0,1.0,7180.48,47,2,2
374.61,1604,0,23,2,75.0,2,37.0,1.0,1389.71,300,2,2
339.35,214,0,4,0,78.0,2,70.0,1.0,5002.7,114,1,1
810.36,118,1,8,0,20.0,3,67.0,1.0,9239.12,56,1,1
9.829999999999984,1339,1,22,0,24.0,3,86.0,1.0,666.4200000000001,160,2,2
135.57,1091,0,4,1,51.0,0,116.0,1.0,11351.64,320,2,2
340.05,2021,1,11,0,43.0,1,37.0,1.0,7234.15,80,0,0
283.45,1951,1,7,1,27.0,1,127.0,1.0,2049.51,148,0,0
100.99000000000001,967,1,27,0,68.0,0,114.0,1.0,8865.27,169,2,2
90.88,337,1,0,1,18.0,3,176.0,1.0,3908.47,50,1,1
655.1499999999999,5,1,39,0,26.0,1,264.0,1.0,5587.44,52,1,1
320.55,787,1,25,2,50.0,1,118.0,1.0,438.75,111,1,1
41.50999999999999,1850,1,31,2,28.0,3,48.0,1.0,609.6000000000004,330,0,0
71.53000000000003,2030,0,17,1,68.0,2,39.0,1.0,2393.73,336,0,0
467.13,1820,0,18,1,54.0,2,45.0,1.0,3914.84,35,0,0
235.4,1805,1,11,1,28.0,3,70.0,1.0,818.3599999999997,230,0,0
159.32,110,1,39,1,18.0,3,100.0,1.0,304.4399999999996,249,1,1
50.829999999999984,2375,0,30,2,30.0,0,48.0,1.0,9553.42,223,0,0
56.889999999999986,219,0,15,1,59.0,1,56.0,1.0,3034.67,209,1,1
20.220000000000027,490,1,17,0,43.0,1,138.0,1.0,5515.32,9,1,1
50.400000000000006,582,1,35,1,36.0,0,84.0,1.0,1677.0100000000002,54,1,1
73.87999999999997,835,1,20,1,53.0,2,131.0,1.0,4055.55,108,2,2
119.61000000000001,514,1,36,0,33.0,0,53.0,1.0,9899.94,65,1,1
1241.05,2187,1,24,1,18.0,3,129.0,1.0,756.7399999999998,324,0,0
116.57999999999998,1612,1,33,1,43.0,1,247.0,1.0,2620.74,27,2,2
1919.1100000000001,1181,1,32,0,30.0,0,161.0,1.0,11090.24,244,2,2
391.96,1111,1,43,0,64.0,2,79.0,1.0,2174.16,24,2,2
156.26,17,0,41,1,46.0,1,160.0,1.0,7854.1,186,1,1
427.0,1388,0,28,1,49.0,1,163.0,1.0,8253.65,67,2,2
443.68,766,1,40,3,18.0,3,137.0,1.0,874.1499999999996,243,1,1
101.75999999999999,341,2,30,3,31.0,0,26.0,1.0,6043.25,284,1,1
67.57,1516,1,5,1,37.0,1,107.0,1.0,2766.12,291,2,2
326.29,2312,1,10,2,56.0,1,179.0,1.0,8171.26,260,0,0
158.56,416,1,34,0,33.0,0,100.0,1.0,5401.21,264,1,1
56.02000000000001,1122,1,22,2,27.0,3,142.0,1.0,3548.02,95,2,2
288.28,119,2,32,2,27.0,3,36.0,1.0,160.82999999999993,10,1,1
245.67,18,0,32,1,24.0,3,107.0,1.0,752.25,82,1,1
152.18,1431,0,20,2,39.0,1,176.0,4.0,2459.84,266,2,2
114.35,2223,0,12,1,41.0,1,21.0,1.0,469.1199999999999,230,0,0
373.27,1305,0,24,2,61.0,0,79.0,1.0,8441.61,360,2,2
504.63,2126,1,32,2,60.0,1,168.0,1.0,3806.16,87,0,0
126.22,806,1,1,0,46.0,1,77.0,4.0,6133.41,78,1,1
820.15,2379,1,18,1,47.0,0,181.0,1.0,8802.97,251,0,0
986.81,613,0,15,2,68.0,0,127.0,1.0,14881.77,166,1,1
8.370000000000005,82,1,7,0,63.0,2,135.0,1.0,1106.3399999999997,299,1,1
197.49,1202,0,14,2,53.0,2,30.0,1.0,5005.33,17,2,2
637.97,1992,1,27,1,58.0,2,90.0,1.0,7949.03,93,0,0
13.519999999999982,871,1,39,0,26.0,3,65.0,1.0,259.77000000000044,7,2,2
432.1,540,1,37,0,49.0,1,240.0,1.0,2114.3,233,1,1
375.17,1049,1,13,0,51.0,1,66.0,2.0,5495.3,302,2,2
642.68,324,1,14,1,50.0,0,94.0,1.0,8461.46,135,1,1
78.44,2192,0,38,2,52.0,2,292.0,1.0,6870.84,255,0,0
139.72,107,1,22,1,49.0,1,201.0,1.0,5058.83,121,1,1
499.99,1400,1,38,1,31.0,1,296.0,1.0,8885.0,162,2,2
10.069999999999993,114,1,0,2,24.0,3,49.0,1.0,530.8099999999995,154,1,1
120.62,395,1,33,0,23.0,3,85.0,1.0,9379.53,16,1,1
578.49,1937,1,26,1,59.0,2,180.0,1.0,6475.13,27,0,0
119.30000000000001,1576,1,23,1,34.0,1,22.0,5.0,319.03999999999996,152,2,2
280.92,2484,1,31,2,41.0,0,168.0,1.0,5298.85,18,0,0
42.41999999999999,997,1,34,2,21.0,3,102.0,1.0,490.5699999999997,168,2,2
77.03,1118,1,14,0,67.0,0,259.0,1.0,11310.27,103,2,2
22.589999999999975,573,1,39,0,62.0,2,45.0,1.0,3988.75,119,1,1
568.76,1871,1,3,0,51.0,2,155.0,1.0,7484.32,345,0,0
25.939999999999998,1945,0,38,2,58.0,2,211.0,5.0,4815.11,15,0,0
105.94,1418,1,28,1,51.0,1,207.0,1.0,5963.1,216,2,2
733.29,529,1,41,0,52.0,0,94.0,5.0,10427.0,49,1,1
350.15,2224,0,14,0,21.0,3,195.0,1.0,296.47000000000025,134,0,0
1151.1799999999998,1569,1,18,0,65.0,0,105.0,1.0,1100.06,39,2,2
183.67,1159,1,36,2,19.0,3,238.0,1.0,910.2600000000002,281,2,2
278.27,666,1,40,1,29.0,0,123.0,1.0,6684.34,215,1,1
470.30000000000007,1699,1,2,0,40.0,0,88.0,1.0,8524.09,97,0,0
261.69,2238,1,30,0,53.0,2,84.0,1.0,5126.65,166,0,0
365.04,452,1,41,1,22.0,3,94.0,1.0,873.8900000000003,344,1,1
211.1,1712,1,24,1,57.0,2,136.0,1.0,7059.77,38,0,0
21.49000000000001,810,1,10,0,58.0,0,240.0,1.0,11991.24,105,1,1
63.579999999999984,1690,1,8,0,18.0,3,199.0,1.0,8086.04,332,0,0
321.86,1333,1,35,0,63.0,0,167.0,1.0,12626.49,12,2,2
12.110000000000014,2353,1,17,3,75.0,2,127.0,1.0,1730.2799999999997,47,0,0
642.54,856,1,25,1,44.0,1,27.999999999999986,1.0,3143.17,253,2,2
210.45,2342,1,19,0,27.0,3,146.0,1.0,1242.4899999999998,1,0,0
313.65,179,0,6,1,55.0,2,173.0,1.0,1886.3599999999997,265,1,1
99.75999999999999,1424,1,34,1,26.0,3,131.0,1.0,416.8900000000003,3,2,2
115.31999999999996,1348,1,10,1,53.0,2,113.0,1.0,5929.08,133,2,2
33.610000000000014,1535,1,25,2,23.0,3,72.0,1.0,479.0799999999999,137,2,2
498.59,182,0,28,2,33.0,0,32.0,1.0,5862.99,35,1,1
98.81,1632,1,37,1,27.0,3,91.0,1.0,797.1000000000004,108,2,2
1.8699999999999477,1980,1,42,0,65.0,2,147.0,1.0,7287.94,205,0,0
78.92000000000002,1100,0,17,2,59.0,1,95.0,1.0,5624.86,125,2,2
194.29,142,0,39,1,39.0,1,10.0,1.0,2988.41,154,1,1
28.730000000000018,2485,1,18,0,53.0,1,185.0,1.0,2712.96,134,0,0
105.53,1103,1,7,2,24.0,3,88.0,1.0,1433.6599999999999,231,2,2
737.34,550,1,24,2,30.0,0,34.0,1.0,7336.56,103,1,1
237.86,239,1,30,0,18.0,3,210.0,1.0,475.6300000000001,237,1,1
409.61,1355,1,18,1,65.0,0,89.0,1.0,11698.15,233,2,2
75.53,1537,0,14,2,21.0,3,157.0,1.0,1034.3499999999995,48,2,2
72.75,782,1,31,0,64.0,0,15.0,1.0,12042.79,56,1,1
39.110000000000014,1624,1,8,2,26.0,3,143.0,1.0,518.54,124,2,2
1309.79,453,1,37,0,23.0,3,139.0,1.0,1258.9300000000003,290,1,1
729.38,2137,1,20,0,68.0,0,90.0,1.0,9127.65,113,0,0
137.49,1359,1,13,0,34.0,1,50.0,1.0,4471.05,41,2,2
504.71,678,1,11,2,29.0,1,61.00000000000001,1.0,6214.54,134,1,1
